employee_id,review_date,review_cycle,overall_rating,goals_score,manager_score,potential_rating,bonus_percentage,promotion_recommendation,year,quarter
1558,2022-12-15,Annual,3,2.39,2.69,High,6,Yes,2022,4
1558,2023-06-15,Mid-Year,3,1.95,2.88,Medium,6,No,2023,2
1560,2021-12-15,Annual,3,2.48,3.96,Medium,6,No,2021,4
1560,2022-06-15,Mid-Year,4,3.36,4.3,Medium,10,No,2022,2
1560,2022-12-15,Annual,2,1.64,1.35,Low,3,No,2022,4
1560,2023-06-15,Mid-Year,2,1.81,1.0,Medium,3,No,2023,2
1562,2021-12-15,Annual,1,1.12,1.0,Low,0,Yes,2021,4
1562,2022-06-15,Mid-Year,4,2.85,3.54,Low,10,No,2022,2
1562,2022-12-15,Annual,4,3.21,3.53,Medium,10,No,2022,4
1562,2023-06-15,Mid-Year,3,2.55,1.9,Medium,6,No,2023,2
1563,2021-12-15,Annual,4,3.33,3.89,Medium,10,No,2021,4
1563,2022-06-15,Mid-Year,1,1.0,1.0,Medium,0,No,2022,2
1563,2022-12-15,Annual,5,4.0,4.81,Low,15,No,2022,4
1563,2023-06-15,Mid-Year,5,4.22,4.93,Low,15,Yes,2023,2
1564,2021-12-15,Annual,3,1.83,1.74,Medium,6,No,2021,4
1564,2022-06-15,Mid-Year,3,2.61,3.28,Medium,6,Yes,2022,2
1564,2022-12-15,Annual,2,1.48,2.2,High,3,No,2022,4
1564,2023-06-15,Mid-Year,3,2.27,2.57,Medium,6,No,2023,2
1568,2021-12-15,Annual,4,3.51,3.24,High,10,No,2021,4
1568,2022-06-15,Mid-Year,4,2.82,2.82,High,10,No,2022,2
1568,2022-12-15,Annual,1,1.0,1.93,Low,0,No,2022,4
1568,2023-06-15,Mid-Year,3,1.63,3.04,High,6,No,2023,2
1569,2021-12-15,Annual,3,1.98,2.88,High,6,No,2021,4
1569,2022-06-15,Mid-Year,3,1.7,2.77,Medium,6,No,2022,2
1569,2022-12-15,Annual,3,1.93,3.02,Medium,6,No,2022,4
1569,2023-06-15,Mid-Year,3,3.44,1.81,Medium,6,Yes,2023,2
1572,2021-12-15,Annual,4,3.41,3.02,Medium,10,No,2021,4
1572,2022-06-15,Mid-Year,2,1.86,2.42,High,3,No,2022,2
1572,2022-12-15,Annual,5,3.9,4.66,Medium,15,No,2022,4
1572,2023-06-15,Mid-Year,4,3.23,3.57,High,10,No,2023,2
1573,2021-12-15,Annual,3,2.48,2.61,Medium,6,No,2021,4
1573,2022-06-15,Mid-Year,3,1.91,2.88,Medium,6,No,2022,2
1573,2022-12-15,Annual,1,1.56,1.26,High,0,No,2022,4
1573,2023-06-15,Mid-Year,3,2.48,2.43,Medium,6,No,2023,2
1574,2021-12-15,Annual,3,2.58,2.47,Medium,6,No,2021,4
1574,2022-06-15,Mid-Year,3,2.07,1.86,Medium,6,No,2022,2
1574,2022-12-15,Annual,5,3.83,4.34,High,15,No,2022,4
1574,2023-06-15,Mid-Year,3,2.19,2.45,Medium,6,No,2023,2
1576,2021-12-15,Annual,3,2.69,2.45,High,6,No,2021,4
1576,2022-06-15,Mid-Year,3,1.97,3.8,Medium,6,No,2022,2
1576,2022-12-15,Annual,3,3.19,1.69,Medium,6,No,2022,4
1576,2023-06-15,Mid-Year,3,2.06,3.97,High,6,No,2023,2
1577,2021-12-15,Annual,3,3.49,2.0,Medium,6,No,2021,4
1577,2022-06-15,Mid-Year,1,1.0,1.16,High,0,No,2022,2
1577,2022-12-15,Annual,3,2.5,2.46,Medium,6,No,2022,4
1577,2023-06-15,Mid-Year,2,1.65,1.67,Medium,3,No,2023,2
1578,2021-12-15,Annual,3,3.22,1.89,Low,6,No,2021,4
1578,2022-06-15,Mid-Year,3,3.02,2.39,High,6,No,2022,2
1578,2022-12-15,Annual,4,3.75,2.59,High,10,No,2022,4
1578,2023-06-15,Mid-Year,2,1.2,1.4,Low,3,No,2023,2
1580,2021-12-15,Annual,4,3.34,3.32,Medium,10,No,2021,4
1580,2022-06-15,Mid-Year,4,3.08,3.19,High,10,No,2022,2
1580,2022-12-15,Annual,3,2.31,1.35,Medium,6,No,2022,4
1580,2023-06-15,Mid-Year,3,2.07,2.63,Low,6,No,2023,2
1581,2021-12-15,Annual,4,2.85,3.69,Medium,10,No,2021,4
1581,2022-06-15,Mid-Year,2,1.94,1.0,High,3,No,2022,2
1581,2022-12-15,Annual,4,2.64,4.81,Medium,10,No,2022,4
1581,2023-06-15,Mid-Year,3,2.4,2.64,High,6,No,2023,2
1582,2021-12-15,Annual,3,2.63,1.91,Low,6,No,2021,4
1582,2022-06-15,Mid-Year,3,2.1,1.64,High,6,No,2022,2
1582,2022-12-15,Annual,3,2.11,2.55,Low,6,No,2022,4
1582,2023-06-15,Mid-Year,2,1.45,2.2,Medium,3,No,2023,2
1583,2021-12-15,Annual,4,2.6,3.45,Medium,10,Yes,2021,4
1583,2022-06-15,Mid-Year,3,2.14,3.24,Low,6,No,2022,2
1583,2022-12-15,Annual,4,3.0,3.32,Medium,10,No,2022,4
1583,2023-06-15,Mid-Year,3,1.84,2.44,High,6,No,2023,2
1585,2021-12-15,Annual,3,3.08,2.97,Medium,6,No,2021,4
1585,2022-06-15,Mid-Year,3,2.58,2.31,Medium,6,No,2022,2
1585,2022-12-15,Annual,3,3.87,2.76,High,6,No,2022,4
1585,2023-06-15,Mid-Year,5,3.42,3.75,Low,15,No,2023,2
1586,2021-12-15,Annual,3,2.61,2.02,Medium,6,No,2021,4
1586,2022-06-15,Mid-Year,3,2.43,2.47,Low,6,No,2022,2
1586,2022-12-15,Annual,2,1.17,1.32,Low,3,No,2022,4
1586,2023-06-15,Mid-Year,3,1.89,3.38,High,6,Yes,2023,2
1587,2021-12-15,Annual,3,3.16,3.06,Medium,6,No,2021,4
1587,2022-06-15,Mid-Year,4,3.16,3.22,High,10,Yes,2022,2
1587,2022-12-15,Annual,4,3.09,3.42,Medium,10,No,2022,4
1587,2023-06-15,Mid-Year,3,1.93,1.92,Medium,6,Yes,2023,2
1588,2021-12-15,Annual,4,3.28,3.57,Medium,10,No,2021,4
1588,2022-06-15,Mid-Year,5,3.72,3.86,Low,15,No,2022,2
1588,2022-12-15,Annual,3,2.38,3.34,Medium,6,No,2022,4
1588,2023-06-15,Mid-Year,3,2.05,2.71,Low,6,Yes,2023,2
1590,2021-12-15,Annual,3,2.21,2.23,Medium,6,No,2021,4
1590,2022-06-15,Mid-Year,1,1.02,1.37,High,0,No,2022,2
1590,2022-12-15,Annual,2,1.35,1.9,Medium,3,Yes,2022,4
1590,2023-06-15,Mid-Year,2,2.25,1.7,Medium,3,No,2023,2
1591,2021-12-15,Annual,3,2.47,1.84,High,6,No,2021,4
1591,2022-06-15,Mid-Year,2,1.4,1.87,Medium,3,No,2022,2
1591,2022-12-15,Annual,3,2.64,2.26,Medium,6,No,2022,4
1591,2023-06-15,Mid-Year,1,1.0,1.0,Low,0,No,2023,2
1592,2021-12-15,Annual,3,2.7,1.88,Medium,6,No,2021,4
1592,2022-06-15,Mid-Year,4,3.41,3.9,Medium,10,No,2022,2
1592,2022-12-15,Annual,3,1.89,3.23,Medium,6,No,2022,4
1592,2023-06-15,Mid-Year,1,1.0,1.0,Medium,0,No,2023,2
1594,2021-12-15,Annual,2,1.3,1.0,Medium,3,No,2021,4
1594,2022-06-15,Mid-Year,3,2.38,3.52,Medium,6,No,2022,2
1594,2022-12-15,Annual,3,3.07,2.22,Medium,6,No,2022,4
1594,2023-06-15,Mid-Year,1,1.41,1.72,Medium,0,No,2023,2
1595,2021-12-15,Annual,4,2.62,3.69,Medium,10,No,2021,4
1595,2022-06-15,Mid-Year,2,1.74,2.04,Medium,3,No,2022,2
1595,2022-12-15,Annual,3,2.25,1.25,Low,6,No,2022,4
1595,2023-06-15,Mid-Year,3,2.36,2.81,Medium,6,No,2023,2
1596,2021-12-15,Annual,3,2.33,2.34,Medium,6,No,2021,4
1596,2022-06-15,Mid-Year,3,2.33,1.83,Medium,6,No,2022,2
1596,2022-12-15,Annual,3,3.39,2.49,High,6,No,2022,4
1596,2023-06-15,Mid-Year,3,2.34,3.05,Low,6,No,2023,2
1597,2021-12-15,Annual,2,1.38,1.83,Medium,3,No,2021,4
1597,2022-06-15,Mid-Year,4,3.18,3.08,Medium,10,No,2022,2
1597,2022-12-15,Annual,3,3.07,3.04,Medium,6,Yes,2022,4
1597,2023-06-15,Mid-Year,3,2.19,3.38,Medium,6,No,2023,2
1598,2021-12-15,Annual,3,2.75,2.02,Medium,6,No,2021,4
1598,2022-06-15,Mid-Year,1,1.0,1.0,High,0,No,2022,2
1598,2022-12-15,Annual,5,3.3,4.15,Medium,15,Yes,2022,4
1598,2023-06-15,Mid-Year,3,2.05,2.84,High,6,Yes,2023,2
1599,2021-12-15,Annual,3,2.57,3.16,Medium,6,No,2021,4
1599,2022-06-15,Mid-Year,3,2.05,2.6,Low,6,No,2022,2
1599,2022-12-15,Annual,4,3.23,3.37,Medium,10,Yes,2022,4
1599,2023-06-15,Mid-Year,4,3.19,2.73,High,10,No,2023,2
1601,2021-12-15,Annual,2,1.58,2.16,Low,3,No,2021,4
1601,2022-06-15,Mid-Year,2,1.28,2.14,Medium,3,No,2022,2
1601,2022-12-15,Annual,2,1.78,1.59,Medium,3,Yes,2022,4
1601,2023-06-15,Mid-Year,3,2.88,2.63,Low,6,No,2023,2
1602,2021-12-15,Annual,3,2.03,2.23,Medium,6,No,2021,4
1602,2022-06-15,Mid-Year,3,1.58,2.4,Medium,6,No,2022,2
1602,2022-12-15,Annual,2,1.98,2.19,Medium,3,No,2022,4
1602,2023-06-15,Mid-Year,4,2.85,3.63,Medium,10,No,2023,2
1604,2021-12-15,Annual,5,3.56,4.31,Medium,15,No,2021,4
1604,2022-06-15,Mid-Year,4,2.62,3.98,Low,10,Yes,2022,2
1604,2022-12-15,Annual,3,1.98,2.21,Medium,6,No,2022,4
1604,2023-06-15,Mid-Year,3,2.13,2.24,Medium,6,No,2023,2
1605,2021-12-15,Annual,3,2.05,2.01,Low,6,No,2021,4
1605,2022-06-15,Mid-Year,2,1.71,1.0,Low,3,No,2022,2
1605,2022-12-15,Annual,4,2.62,3.53,Low,10,No,2022,4
1605,2023-06-15,Mid-Year,3,2.47,2.63,Medium,6,No,2023,2
1606,2021-12-15,Annual,3,2.83,2.56,Medium,6,No,2021,4
1606,2022-06-15,Mid-Year,3,2.08,2.87,Medium,6,No,2022,2
1606,2022-12-15,Annual,3,3.28,2.74,Medium,6,No,2022,4
1606,2023-06-15,Mid-Year,2,1.19,2.15,Low,3,Yes,2023,2
1607,2021-12-15,Annual,3,1.46,2.51,High,6,Yes,2021,4
1607,2022-06-15,Mid-Year,3,2.61,2.64,Medium,6,Yes,2022,2
1607,2022-12-15,Annual,1,1.0,1.0,Low,0,No,2022,4
1607,2023-06-15,Mid-Year,2,1.0,1.45,Medium,3,No,2023,2
1608,2021-12-15,Annual,3,1.99,2.39,Medium,6,No,2021,4
1608,2022-06-15,Mid-Year,4,3.01,2.88,High,10,No,2022,2
1608,2022-12-15,Annual,3,2.14,2.49,High,6,Yes,2022,4
1608,2023-06-15,Mid-Year,3,2.27,3.34,Medium,6,No,2023,2
1609,2021-12-15,Annual,2,1.0,1.55,Medium,3,No,2021,4
1609,2022-06-15,Mid-Year,4,3.6,2.89,Medium,10,No,2022,2
1609,2022-12-15,Annual,3,1.81,2.56,High,6,No,2022,4
1609,2023-06-15,Mid-Year,3,2.24,2.83,Medium,6,No,2023,2
1611,2021-12-15,Annual,3,2.42,2.42,Medium,6,No,2021,4
1611,2022-06-15,Mid-Year,3,1.98,2.07,Low,6,No,2022,2
1611,2022-12-15,Annual,2,1.32,2.21,High,3,Yes,2022,4
1611,2023-06-15,Mid-Year,3,2.12,2.48,Medium,6,No,2023,2
1612,2021-12-15,Annual,3,3.2,2.46,Low,6,Yes,2021,4
1612,2022-06-15,Mid-Year,3,3.08,2.41,High,6,No,2022,2
1612,2022-12-15,Annual,3,2.65,2.58,Medium,6,Yes,2022,4
1612,2023-06-15,Mid-Year,4,3.78,3.71,Low,10,No,2023,2
1613,2021-12-15,Annual,3,2.26,2.56,High,6,No,2021,4
1613,2022-06-15,Mid-Year,4,2.51,3.41,High,10,No,2022,2
1613,2022-12-15,Annual,3,2.61,1.7,Medium,6,No,2022,4
1613,2023-06-15,Mid-Year,2,1.98,1.66,Medium,3,No,2023,2
1614,2021-12-15,Annual,3,2.16,2.85,Medium,6,No,2021,4
1614,2022-06-15,Mid-Year,2,1.12,1.39,Medium,3,No,2022,2
1614,2022-12-15,Annual,3,2.93,2.45,Medium,6,No,2022,4
1614,2023-06-15,Mid-Year,4,3.51,3.09,Medium,10,No,2023,2
1615,2021-12-15,Annual,3,2.35,2.55,Medium,6,No,2021,4
1615,2022-06-15,Mid-Year,4,3.7,3.41,High,10,No,2022,2
1615,2022-12-15,Annual,4,3.16,4.08,High,10,No,2022,4
1615,2023-06-15,Mid-Year,4,3.23,2.74,Medium,10,No,2023,2
1617,2021-12-15,Annual,2,1.53,1.37,Medium,3,No,2021,4
1617,2022-06-15,Mid-Year,3,2.24,2.93,Medium,6,Yes,2022,2
1617,2022-12-15,Annual,3,2.86,2.38,Low,6,No,2022,4
1617,2023-06-15,Mid-Year,4,2.84,3.74,Medium,10,No,2023,2
1618,2021-12-15,Annual,3,1.63,2.54,Medium,6,Yes,2021,4
1618,2022-06-15,Mid-Year,1,1.37,1.0,Low,0,Yes,2022,2
1618,2022-12-15,Annual,3,2.59,2.28,Medium,6,No,2022,4
1618,2023-06-15,Mid-Year,4,3.18,3.91,Medium,10,No,2023,2
1619,2021-12-15,Annual,3,2.02,3.52,High,6,No,2021,4
1619,2022-06-15,Mid-Year,5,3.09,4.3,Low,15,Yes,2022,2
1619,2022-12-15,Annual,4,3.44,3.35,Low,10,Yes,2022,4
1619,2023-06-15,Mid-Year,2,2.18,1.0,Medium,3,No,2023,2
1621,2021-12-15,Annual,5,3.6,3.34,High,15,Yes,2021,4
1621,2022-06-15,Mid-Year,4,3.32,3.2,Medium,10,No,2022,2
1621,2022-12-15,Annual,3,2.5,1.68,High,6,No,2022,4
1621,2023-06-15,Mid-Year,4,2.77,2.52,Medium,10,No,2023,2
1622,2021-12-15,Annual,4,3.27,2.69,Low,10,No,2021,4
1622,2022-06-15,Mid-Year,3,2.04,2.73,Medium,6,No,2022,2
1622,2022-12-15,Annual,3,2.12,2.93,Medium,6,No,2022,4
1622,2023-06-15,Mid-Year,1,1.0,1.0,Low,0,No,2023,2
1623,2021-12-15,Annual,3,2.77,3.04,High,6,No,2021,4
1623,2022-06-15,Mid-Year,4,2.77,2.89,Medium,10,No,2022,2
1623,2022-12-15,Annual,4,2.93,3.73,Low,10,No,2022,4
1623,2023-06-15,Mid-Year,2,1.63,2.48,Medium,3,No,2023,2
1624,2021-12-15,Annual,3,2.0,1.9,Medium,6,No,2021,4
1624,2022-06-15,Mid-Year,2,2.0,1.0,High,3,No,2022,2
1624,2022-12-15,Annual,3,2.49,2.2,Low,6,No,2022,4
1624,2023-06-15,Mid-Year,4,2.9,3.58,Medium,10,Yes,2023,2
1625,2021-12-15,Annual,3,3.11,2.02,Low,6,No,2021,4
1625,2022-06-15,Mid-Year,4,3.34,3.69,Medium,10,No,2022,2
1625,2022-12-15,Annual,3,1.65,2.73,High,6,No,2022,4
1625,2023-06-15,Mid-Year,3,3.0,3.05,Low,6,No,2023,2
1627,2021-12-15,Annual,3,2.2,2.36,Low,6,No,2021,4
1627,2022-06-15,Mid-Year,2,1.3,2.09,Low,3,No,2022,2
1627,2022-12-15,Annual,4,2.65,2.06,Low,10,No,2022,4
1627,2023-06-15,Mid-Year,3,2.09,3.0,Medium,6,No,2023,2
1628,2021-12-15,Annual,3,2.69,2.88,High,6,No,2021,4
1628,2022-06-15,Mid-Year,3,1.74,2.78,Medium,6,Yes,2022,2
1628,2022-12-15,Annual,3,1.84,2.3,Medium,6,No,2022,4
1628,2023-06-15,Mid-Year,1,1.0,1.0,High,0,No,2023,2
1630,2021-12-15,Annual,4,3.87,2.91,Medium,10,No,2021,4
1630,2022-06-15,Mid-Year,3,2.52,3.08,Medium,6,No,2022,2
1630,2022-12-15,Annual,2,1.75,1.85,Medium,3,No,2022,4
1630,2023-06-15,Mid-Year,2,1.55,1.02,Medium,3,No,2023,2
1631,2021-12-15,Annual,4,3.89,2.69,Medium,10,No,2021,4
1631,2022-06-15,Mid-Year,3,2.27,2.59,Medium,6,No,2022,2
1631,2022-12-15,Annual,3,2.32,2.82,High,6,No,2022,4
1631,2023-06-15,Mid-Year,3,2.25,1.77,Low,6,No,2023,2
1633,2021-12-15,Annual,3,2.72,2.51,Medium,6,No,2021,4
1633,2022-06-15,Mid-Year,3,2.44,2.7,High,6,No,2022,2
1633,2022-12-15,Annual,4,2.76,3.7,Medium,10,No,2022,4
1633,2023-06-15,Mid-Year,2,1.83,1.3,Medium,3,No,2023,2
1635,2021-12-15,Annual,3,2.28,1.5,Low,6,No,2021,4
1635,2022-06-15,Mid-Year,3,1.94,3.4,Medium,6,Yes,2022,2
1635,2022-12-15,Annual,3,3.07,2.32,Low,6,No,2022,4
1635,2023-06-15,Mid-Year,3,2.22,3.6,Medium,6,No,2023,2
1638,2021-12-15,Annual,3,2.53,2.73,Medium,6,No,2021,4
1638,2022-06-15,Mid-Year,2,1.12,1.46,Low,3,No,2022,2
1638,2022-12-15,Annual,2,1.46,2.05,Medium,3,No,2022,4
1638,2023-06-15,Mid-Year,3,1.72,1.58,Medium,6,No,2023,2
1639,2021-12-15,Annual,3,1.97,2.58,Medium,6,No,2021,4
1639,2022-06-15,Mid-Year,2,2.49,2.79,Medium,3,No,2022,2
1639,2022-12-15,Annual,3,2.36,2.73,Medium,6,No,2022,4
1639,2023-06-15,Mid-Year,3,1.57,2.98,Medium,6,No,2023,2
1640,2021-12-15,Annual,1,1.0,1.45,Medium,0,No,2021,4
1640,2022-06-15,Mid-Year,2,2.04,1.34,High,3,No,2022,2
1640,2022-12-15,Annual,3,2.38,2.92,Medium,6,No,2022,4
1640,2023-06-15,Mid-Year,3,2.48,1.88,Medium,6,No,2023,2
1641,2021-12-15,Annual,3,2.4,2.62,Medium,6,Yes,2021,4
1641,2022-06-15,Mid-Year,3,2.63,2.84,High,6,No,2022,2
1641,2022-12-15,Annual,1,1.12,1.03,Medium,0,No,2022,4
1641,2023-06-15,Mid-Year,2,1.58,2.0,Medium,3,No,2023,2
1642,2021-12-15,Annual,2,1.47,1.9,Low,3,No,2021,4
1642,2022-06-15,Mid-Year,4,2.15,4.04,Low,10,No,2022,2
1642,2022-12-15,Annual,3,2.39,1.79,Medium,6,No,2022,4
1642,2023-06-15,Mid-Year,4,2.72,3.63,Medium,10,Yes,2023,2
1644,2021-12-15,Annual,3,2.83,2.44,Medium,6,No,2021,4
1644,2022-06-15,Mid-Year,1,1.0,1.24,Medium,0,No,2022,2
1644,2022-12-15,Annual,3,2.57,2.52,High,6,No,2022,4
1644,2023-06-15,Mid-Year,3,2.31,3.01,Medium,6,No,2023,2
1645,2021-12-15,Annual,3,2.41,2.74,Medium,6,No,2021,4
1645,2022-06-15,Mid-Year,2,1.92,2.38,Medium,3,No,2022,2
1645,2022-12-15,Annual,5,3.33,3.8,Medium,15,No,2022,4
1645,2023-06-15,Mid-Year,2,1.33,1.24,Medium,3,No,2023,2
1646,2021-12-15,Annual,3,2.6,2.89,Medium,6,No,2021,4
1646,2022-06-15,Mid-Year,4,3.62,3.41,Low,10,No,2022,2
1646,2022-12-15,Annual,3,2.34,2.23,Medium,6,No,2022,4
1646,2023-06-15,Mid-Year,2,1.74,1.65,Medium,3,No,2023,2
1647,2021-12-15,Annual,2,1.75,2.18,Medium,3,No,2021,4
1647,2022-06-15,Mid-Year,3,2.47,2.83,High,6,No,2022,2
1647,2022-12-15,Annual,2,1.98,2.0,Medium,3,Yes,2022,4
1647,2023-06-15,Mid-Year,5,4.22,4.66,Medium,15,No,2023,2
1648,2021-12-15,Annual,3,3.26,2.42,Medium,6,No,2021,4
1648,2022-06-15,Mid-Year,3,3.03,2.83,Low,6,No,2022,2
1648,2022-12-15,Annual,3,2.72,1.88,Medium,6,No,2022,4
1648,2023-06-15,Mid-Year,1,1.38,1.0,Medium,0,Yes,2023,2
1649,2021-12-15,Annual,3,1.81,2.79,Medium,6,No,2021,4
1649,2022-06-15,Mid-Year,3,2.25,1.36,Medium,6,No,2022,2
1649,2022-12-15,Annual,4,3.78,4.06,Medium,10,No,2022,4
1649,2023-06-15,Mid-Year,3,2.79,3.11,Medium,6,No,2023,2
1650,2021-12-15,Annual,2,1.4,1.73,Medium,3,No,2021,4
1650,2022-06-15,Mid-Year,3,2.78,2.35,Medium,6,No,2022,2
1650,2022-12-15,Annual,4,3.13,3.95,High,10,Yes,2022,4
1650,2023-06-15,Mid-Year,3,3.32,3.88,Medium,6,No,2023,2
1651,2021-12-15,Annual,3,1.86,2.19,High,6,No,2021,4
1651,2022-06-15,Mid-Year,3,2.14,3.29,Medium,6,Yes,2022,2
1651,2022-12-15,Annual,1,1.25,1.0,Medium,0,No,2022,4
1651,2023-06-15,Mid-Year,2,1.47,2.21,Low,3,No,2023,2
1653,2021-12-15,Annual,3,2.06,1.98,Low,6,No,2021,4
1653,2022-06-15,Mid-Year,5,3.44,3.42,Medium,15,No,2022,2
1653,2022-12-15,Annual,3,2.98,1.11,Medium,6,No,2022,4
1653,2023-06-15,Mid-Year,3,3.32,1.87,Medium,6,No,2023,2
1654,2021-12-15,Annual,1,1.0,1.46,Low,0,No,2021,4
1654,2022-06-15,Mid-Year,4,3.06,3.34,Medium,10,No,2022,2
1654,2022-12-15,Annual,4,2.6,3.18,Low,10,No,2022,4
1654,2023-06-15,Mid-Year,3,2.24,3.28,Medium,6,No,2023,2
1655,2021-12-15,Annual,4,3.07,2.95,Medium,10,No,2021,4
1655,2022-06-15,Mid-Year,4,3.18,3.47,Medium,10,No,2022,2
1655,2022-12-15,Annual,2,1.0,2.09,Low,3,No,2022,4
1655,2023-06-15,Mid-Year,2,1.0,2.46,Medium,3,Yes,2023,2
1656,2021-12-15,Annual,2,1.0,2.7,Medium,3,No,2021,4
1656,2022-06-15,Mid-Year,2,2.55,1.09,Medium,3,No,2022,2
1656,2022-12-15,Annual,3,2.55,1.95,Low,6,No,2022,4
1656,2023-06-15,Mid-Year,1,1.0,1.83,Medium,0,No,2023,2
1657,2021-12-15,Annual,2,1.84,1.61,Medium,3,No,2021,4
1657,2022-06-15,Mid-Year,3,2.46,2.14,High,6,No,2022,2
1657,2022-12-15,Annual,3,2.83,2.76,High,6,No,2022,4
1657,2023-06-15,Mid-Year,3,3.42,2.76,Medium,6,No,2023,2
1658,2021-12-15,Annual,2,1.53,2.31,High,3,Yes,2021,4
1658,2022-06-15,Mid-Year,3,2.1,2.88,Low,6,No,2022,2
1658,2022-12-15,Annual,3,1.47,1.85,Low,6,No,2022,4
1658,2023-06-15,Mid-Year,3,2.79,2.58,Low,6,No,2023,2
1659,2021-12-15,Annual,4,2.38,4.11,High,10,No,2021,4
1659,2022-06-15,Mid-Year,4,3.45,3.33,High,10,No,2022,2
1659,2022-12-15,Annual,3,1.94,1.34,Medium,6,No,2022,4
1659,2023-06-15,Mid-Year,2,2.23,2.42,Low,3,No,2023,2
1661,2021-12-15,Annual,1,1.23,1.0,Medium,0,No,2021,4
1661,2022-06-15,Mid-Year,4,2.38,3.29,High,10,Yes,2022,2
1661,2022-12-15,Annual,3,1.93,2.18,High,6,No,2022,4
1661,2023-06-15,Mid-Year,3,1.76,1.87,Medium,6,No,2023,2
1662,2021-12-15,Annual,4,3.54,3.32,Medium,10,No,2021,4
1662,2022-06-15,Mid-Year,2,1.77,1.9,Low,3,No,2022,2
1662,2022-12-15,Annual,3,2.19,2.36,Medium,6,No,2022,4
1662,2023-06-15,Mid-Year,3,1.69,3.49,Low,6,No,2023,2
1664,2021-12-15,Annual,3,2.66,2.8,Low,6,No,2021,4
1664,2022-06-15,Mid-Year,3,2.06,2.05,High,6,Yes,2022,2
1664,2022-12-15,Annual,4,4.02,3.52,Medium,10,No,2022,4
1664,2023-06-15,Mid-Year,3,2.53,2.43,Medium,6,No,2023,2
1665,2021-12-15,Annual,3,2.03,2.07,High,6,No,2021,4
1665,2022-06-15,Mid-Year,4,3.52,2.7,Medium,10,Yes,2022,2
1665,2022-12-15,Annual,2,2.15,1.0,Medium,3,No,2022,4
1665,2023-06-15,Mid-Year,2,1.57,1.29,Low,3,No,2023,2
1666,2021-12-15,Annual,4,3.01,2.92,High,10,No,2021,4
1666,2022-06-15,Mid-Year,3,2.43,3.62,Low,6,Yes,2022,2
1666,2022-12-15,Annual,3,2.58,2.79,High,6,No,2022,4
1666,2023-06-15,Mid-Year,4,3.12,2.23,Low,10,No,2023,2
1667,2021-12-15,Annual,2,1.61,1.35,Medium,3,No,2021,4
1667,2022-06-15,Mid-Year,3,2.25,1.93,Medium,6,No,2022,2
1667,2022-12-15,Annual,3,2.5,2.88,High,6,Yes,2022,4
1667,2023-06-15,Mid-Year,3,2.36,2.12,Medium,6,No,2023,2
1668,2021-12-15,Annual,3,2.92,2.67,Medium,6,No,2021,4
1668,2022-06-15,Mid-Year,4,3.65,2.53,Medium,10,No,2022,2
1668,2022-12-15,Annual,3,2.32,3.04,Low,6,No,2022,4
1668,2023-06-15,Mid-Year,3,2.43,2.63,High,6,No,2023,2
1669,2021-12-15,Annual,3,2.8,2.83,Medium,6,No,2021,4
1669,2022-06-15,Mid-Year,3,2.52,2.34,Low,6,Yes,2022,2
1669,2022-12-15,Annual,3,2.77,1.9,Medium,6,Yes,2022,4
1669,2023-06-15,Mid-Year,3,2.12,3.09,High,6,No,2023,2
1670,2021-12-15,Annual,2,1.93,1.0,Medium,3,No,2021,4
1670,2022-06-15,Mid-Year,3,2.61,2.26,High,6,No,2022,2
1670,2022-12-15,Annual,3,2.26,1.63,Medium,6,No,2022,4
1670,2023-06-15,Mid-Year,4,2.34,3.39,Low,10,No,2023,2
1671,2021-12-15,Annual,3,2.16,2.18,Low,6,No,2021,4
1671,2022-06-15,Mid-Year,3,2.6,3.12,Medium,6,No,2022,2
1671,2022-12-15,Annual,1,1.18,1.26,Medium,0,No,2022,4
1671,2023-06-15,Mid-Year,3,2.76,1.76,Low,6,No,2023,2
1673,2021-12-15,Annual,4,2.92,2.74,Medium,10,No,2021,4
1673,2022-06-15,Mid-Year,3,2.93,2.83,Medium,6,No,2022,2
1673,2022-12-15,Annual,3,2.23,2.01,Medium,6,No,2022,4
1673,2023-06-15,Mid-Year,3,2.24,2.45,Medium,6,Yes,2023,2
1674,2021-12-15,Annual,3,2.13,2.93,Medium,6,Yes,2021,4
1674,2022-06-15,Mid-Year,2,1.33,1.82,Medium,3,No,2022,2
1674,2022-12-15,Annual,3,2.49,1.95,Low,6,No,2022,4
1674,2023-06-15,Mid-Year,3,1.78,2.51,Medium,6,No,2023,2
1675,2021-12-15,Annual,3,2.01,2.25,Medium,6,No,2021,4
1675,2022-06-15,Mid-Year,4,3.14,3.33,Medium,10,No,2022,2
1675,2022-12-15,Annual,4,3.0,3.55,Medium,10,No,2022,4
1675,2023-06-15,Mid-Year,3,2.05,1.71,Low,6,No,2023,2
1676,2021-12-15,Annual,3,2.31,2.9,Low,6,No,2021,4
1676,2022-06-15,Mid-Year,3,2.28,3.01,Low,6,No,2022,2
1676,2022-12-15,Annual,4,3.18,2.54,Medium,10,No,2022,4
1676,2023-06-15,Mid-Year,3,2.2,3.78,Low,6,No,2023,2
1677,2021-12-15,Annual,4,2.86,3.63,Low,10,Yes,2021,4
1677,2022-06-15,Mid-Year,2,1.35,1.74,Medium,3,No,2022,2
1677,2022-12-15,Annual,4,3.27,2.96,Low,10,No,2022,4
